event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000012742,2024-11-21 09:35:51,2024-11-22,LN101281,CU901281,PAYMENT,5,12121930.0,470936.98,9767245.1,0.1885,12,14,DELINQUENT,ONLINE,CALDAS,CONSUMO
EVT000009519,2026-01-03 07:50:57,2026-01-04,LN100957,CU900957,PAYMENT,12,17921661.0,921352.59,6865429.92,0.3141,12,0,ACTIVE,OFFLINE,ANTIOQUIA,VEHICULO
EVT000018344,2025-04-22 21:46:14,,LN101853,CU901853,PAYMENT,2,11794701.0,418082.83,10958535.34,0.3317,18,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000001547,2025-07-15 22:12:00,,LN100156,CU900156,PAYMENT,4,3734405.0,201433.81,2928669.76,0.3394,12,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000014100,2023-07-27 02:18:28,,LN101418,CU901418,PAYMENT,4,12552044.0,170791.48,11868878.08,0.2082,36,29,DELINQUENT,AGENTE,CUNDINAMARCA,MICROCREDITO
EVT000017600,2024-05-18 13:25:37,2024-05-18,LN101777,CU901777,PAYMENT,6,4693210.0,81427.19,4204646.86,0.3205,36,0,ACTIVE,ONLINE,BOGOTA,VEHICULO
EVT000013830,2023-06-14 12:02:14,2023-06-14,LN101389,CU901389,PAYMENT,2,12983730.0,153597.53,12676534.94,0.2732,48,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000010238,2024-09-08 08:58:02,2024-09-08,LN101027,CU901027,PAYMENT,1,9943279.0,158363.29,9784915.71,0.2778,36,0,ACTIVE,AGENTE,ANTIOQUIA,CONSUMO
EVT000003860,2026-06-01 13:53:54,,LN100385,CU900385,PAYMENT,12,29514659.0,1245223.46,14571977.48,0.2219,12,0,ACTIVE,OFFLINE,CALDAS,CONSUMO
EVT000001861,2024-01-15 16:30:33,2024-01-15,LN100187,CU900187,DISBURSEMENT,0,7632400.0,206074.8,7632400.0,0.34,24,0,ACTIVE,OFFLINE,SANTANDER,VEHICULO
EVT000004904,2024-12-14 21:52:33,2024-12-15,LN100492,CU900492,PAYMENT,1,13494281.0,280208.74,13214072.26,0.2153,24,0,ACTIVE,AGENTE,CALDAS,CONSUMO
EVT000013940,2026-03-09 07:13:57,2026-03-10,LN101400,CU901400,PAYMENT,11,16249836.0,563760.98,10048465.22,0.3204,18,0,ACTIVE,AGENTE,NARINO,MICROCREDITO
EVT000009168,2025-11-01 18:01:56,,LN100921,CU900921,PAYMENT,1,27816843.0,300074.19,27516768.81,0.2315,48,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000006637,2026-01-09 15:44:30,2026-01-09,LN100663,CU900663,PAYMENT,6,8360982.0,333519.57,6359864.58,0.1989,12,248,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000012044,2025-01-11 18:34:48,2025-01-12,LN101210,CU901210,PAYMENT,3,2346509.0,95033.61,2061408.17,0.205,12,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000008547,2024-05-22 22:17:17,2024-05-23,LN100857,CU900857,PAYMENT,2,24620145.0,472829.88,23674485.24,0.1841,24,0,ACTIVE,AGENTE,BOGOTA,CONSUMO
EVT000009700,2025-08-02 08:46:31,2025-08-03,LN100974,CU900974,DISBURSEMENT,7,20930560.0,309876.94,18761421.42,0.0961,24,291,CHARGEOFF,ONLINE,CUNDINAMARCA,CONSUMO
EVT000003748,2023-02-09 21:50:34,,LN100374,CU900374,PAYMENT,2,10095572.0,350383.65,9394804.7,0.3206,18,0,ACTIVE,ONLINE,VALLE,LIBRANZA
EVT000000989,2025-05-28 00:01:43,2025-05-29,LN100102,CU900102,DISBURSEMENT,0,8605086.0,97323.52,8605086.0,0.2524,48,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000006304,2024-02-24 12:17:16,2024-02-24,LN100629,CU900629,DELINQUENCY,8,29711023.0,2705485.75,8067137.0,0.2553,6,35,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000000458,2025-06-10 07:02:57,,LN100047,CU900047,DISBURSEMENT,0,17899014.0,488553.59,17899014.0,0.3459,24,0,ACTIVE,OFFLINE,SANTANDER,CONSUMO
EVT000004414,2024-08-18 12:00:29,2024-08-18,LN100441,CU900441,PAYMENT,4,18886839.0,700323.99,16085543.04,0.1708,12,0,ACTIVE,APP,RISARALDA,MICROCREDITO
EVT000013397,2024-01-08 23:43:05,2024-01-08,LN101345,CU901345,PAYMENT,1,14682156.0,391230.52,14290925.48,0.1997,18,0,ACTIVE,OFFLINE,RISARALDA,CONSUMO
EVT000009088,2023-11-17 13:42:28,2023-11-18,LN100913,CU900913,PAYMENT,3,18903114.0,403959.55,17691235.35,0.2274,24,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000016020,2024-09-09 09:54:29,2024-09-09,LN101613,CU901613,PAYMENT,2,11923485.0,194074.59,11535335.82,0.2883,36,0,ACTIVE,APP,CALDAS,CONSUMO
EVT000000626,2023-08-19 06:38:48,2023-08-19,LN100064,CU900064,PAYMENT,7,14460971.0,207081.1,0.0,0.0864,24,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000001396,2024-11-25 11:09:07,2024-11-26,LN100142,CU900142,DELINQUENCY,1,8257682.0,131668.74,8126013.26,0.1189,24,24,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000010896,2025-09-24 01:52:22,2025-09-25,LN101097,CU901097,PAYMENT,3,16013935.0,345420.58,14977673.26,0.2314,24,0,ACTIVE,AGENTE,ATLANTICO,CONSUMO
EVT000008967,2026-05-23 07:20:50,2026-05-24,LN100901,CU900901,PAYMENT,7,2392147.0,50000.0,2042147.0,0.123,24,50,DELINQUENT,ONLINE,NARINO,CONSUMO
EVT000007528,2025-07-10 17:44:11,2025-07-11,LN100755,CU900755,PAYMENT,5,6276809.0,63584.08,5958888.6,0.1039,36,14,DELINQUENT,APP,RISARALDA,MICROCREDITO
EVT000007675,2023-12-20 06:22:39,2023-12-21,LN100768,CU900768,PAYMENT,8,3763200.0,50000.0,3363200.0,0.1977,36,17,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000000296,2025-06-09 05:25:54,2025-06-09,LN100031,CU900031,PAYMENT,5,19268265.0,312274.35,17706893.25,0.2862,36,52,DELINQUENT,ONLINE,ANTIOQUIA,VEHICULO
EVT000005831,2024-09-25 02:16:45,2024-09-26,LN100583,CU900583,DELINQUENCY,0,16339067.0,219882.99,16339067.0,0.3383,48,29,DELINQUENT,ONLINE,BOGOTA,LIBRANZA
EVT000018411,2025-08-16 00:56:23,,LN101860,CU901860,PAYMENT,4,17878417.0,367937.82,16406665.72,0.2116,24,299,DELINQUENT,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000013123,2025-10-03 11:43:05,2025-10-04,LN101318,CU901318,DISBURSEMENT,0,28421934.0,408565.3,28421934.0,0.0875,24,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000012414,2024-09-04 14:40:43,2024-09-04,LN101247,CU901247,DELINQUENCY,8,12575448.0,268548.69,0.0,0.2271,24,40,DELINQUENT,APP,ANTIOQUIA,CONSUMO
EVT000018038,2025-12-07 15:23:39,2025-12-08,LN101820,CU901820,PAYMENT,8,23669895.0,446532.57,20097634.44,0.1773,24,24,DELINQUENT,OFFLINE,VALLE,CONSUMO
EVT000018255,2024-12-10 23:46:49,2024-12-11,LN101843,CU901843,DELINQUENCY,5,18524775.0,310012.11,16974714.45,0.1347,24,31,DELINQUENT,APP,ATLANTICO,CONSUMO
EVT000005454,2023-05-20 23:00:16,2023-05-21,LN100547,CU900547,PAYMENT,1,24888042.0,644600.29,24243441.71,0.318,24,0,ACTIVE,OFFLINE,SANTANDER,CONSUMO
EVT000014241,2023-12-30 09:45:30,2023-12-30,LN101432,CU901432,DISBURSEMENT,2,3734084.0,97030.17,3540023.66,0.3197,24,9,DELINQUENT,OFFLINE,ANTIOQUIA,LIBRANZA
EVT000001964,2024-01-17 20:36:43,2024-01-17,LN100196,CU900196,PAYMENT,3,8210295.0,87959.63,7946416.11,0.1214,36,33,DELINQUENT,AGENTE,ANTIOQUIA,LIBRANZA
EVT000017644,2023-12-19 21:41:28,,LN101782,CU901782,PAYMENT,6,21287181.0,537714.19,18060895.86,0.1789,18,0,ACTIVE,ONLINE,CUNDINAMARCA,VEHICULO
EVT000008228,2023-10-25 22:35:28,2023-10-26,LN100824,CU900824,PAYMENT,4,3641195.0,66633.87,3374659.52,0.349,36,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000012605,2023-09-29 08:15:06,2023-09-29,LN101267,CU901267,DELINQUENCY,5,15532251.0,239041.34,14337044.3,0.1078,24,17,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000019733,2023-09-12 03:58:31,2023-09-13,LN101991,CU901991,PAYMENT,2,12266657.0,258662.91,11749331.18,0.1163,18,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000016300,2023-01-30 03:31:30,2023-01-30,LN101641,CU901641,DISBURSEMENT,0,1988894.0,50000.0,1988894.0,0.2057,36,0,ACTIVE,AGENTE,ANTIOQUIA,LIBRANZA
EVT000016482,2024-11-21 16:26:42,2024-11-22,LN101660,CU901660,PAYMENT,3,17742941.0,183935.16,17191135.52,0.111,36,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000015612,2024-11-23 12:55:14,2024-11-24,LN101571,CU901571,DELINQUENCY,1,2642724.0,83906.49,2558817.51,0.1175,12,29,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000004425,2023-12-20 17:29:03,2023-12-21,LN100442,CU900442,PAYMENT,3,1803735.0,70886.79,1591074.63,0.193,12,22,DELINQUENT,APP,ANTIOQUIA,LIBRANZA
EVT000002657,2025-04-30 05:55:40,2025-04-30,LN100265,CU900265,DISBURSEMENT,7,12887549.0,188458.92,11568336.56,0.2387,36,0,ACTIVE,AGENTE,CALDAS,MICROCREDITO
EVT000016259,2023-08-02 16:54:29,2023-08-02,LN101637,CU901637,PAYMENT,6,8064761.0,324525.98,6117605.12,0.2024,12,235,DELINQUENT,ONLINE,ATLANTICO,LIBRANZA
EVT000012387,2026-04-20 08:59:13,2026-04-21,LN101245,CU901245,PAYMENT,6,7330382.0,75478.5,6877511.0,0.1089,36,134,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000010543,2024-03-16 10:38:34,2024-03-17,LN101059,CU901059,PAYMENT,4,2733792.0,119685.41,2255050.36,0.2378,12,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000018164,2025-01-08 22:06:38,2025-01-08,LN101833,CU901833,DELINQUENCY,4,27078554.0,735588.92,24136198.32,0.3433,24,57,DELINQUENT,APP,CALDAS,CONSUMO
EVT000000617,2024-01-17 04:48:19,,LN100063,CU900063,PAYMENT,4,26076017.0,466152.26,0.0,0.3363,36,24,DELINQUENT,ONLINE,SANTANDER,MICROCREDITO
EVT000008489,2025-12-09 03:14:34,2025-12-09,LN100851,CU900851,DELINQUENCY,5,3654205.0,69831.86,3305045.7,0.1822,24,30,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000007189,2025-05-10 06:36:26,,LN100719,CU900719,PAYMENT,7,2669991.0,89159.9,2045871.7,0.3009,18,12,DELINQUENT,APP,VALLE,MICROCREDITO
EVT000018739,2025-03-16 08:01:39,2025-03-16,LN101892,CU901892,PAYMENT,1,8522595.0,123463.99,8399131.01,0.2346,36,0,ACTIVE,OFFLINE,SANTANDER,LIBRANZA
EVT000014592,2026-07-17 06:35:13,2026-07-17,LN101468,CU901468,PAYMENT,9,26197080.0,969291.96,17473452.36,0.17,12,0,ACTIVE,AGENTE,CALDAS,LIBRANZA
EVT000000967,2024-02-01 02:34:57,,LN100099,CU900099,PAYMENT,4,14581063.0,1094162.97,10204411.12,0.1752,6,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000005538,2023-11-28 19:32:35,2023-11-28,LN100554,CU900554,PAYMENT,3,4732990.0,105324.8,0.0,0.1338,18,0,ACTIVE,ONLINE,ATLANTICO,VEHICULO
EVT000013575,2024-01-20 06:06:21,2024-01-20,LN101364,CU901364,PAYMENT,3,9977043.0,212377.99,9339909.03,0.1193,18,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000013903,2024-07-10 19:20:01,2024-07-20,LN101397,CU901397,DISBURSEMENT,0,22966758.0,312118.24,22966758.0,0.2077,36,0,ACTIVE,APP,BOGOTA,CONSUMO
EVT000003090,2025-09-09 21:53:37,,LN100308,CU900308,PAYMENT,1,19908546.0,517920.82,19390625.18,0.3203,24,14,DELINQUENT,APP,ATLANTICO,CONSUMO
EVT000009302,2023-09-18 03:23:46,2023-09-19,LN100936,CU900936,PAYMENT,2,20182285.0,484509.39,19213266.22,0.1601,18,0,ACTIVE,APP,SANTANDER,CONSUMO
EVT000008252,2024-02-21 07:35:12,2024-02-21,LN100826,CU900826,PAYMENT,1,22156134.0,470005.46,21686128.54,0.1182,18,63,DELINQUENT,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000007984,2023-08-31 14:36:05,2023-09-01,LN100801,CU900801,PAYMENT,1,12064337.0,644838.81,11419498.19,0.3345,12,23,DELINQUENT,AGENTE,BOGOTA,CONSUMO
EVT000000544,2026-04-28 09:30:15,2026-04-28,LN100055,CU900055,DISBURSEMENT,6,22119056.0,243383.35,20658755.9,0.1301,36,0,ACTIVE,ONLINE,ATLANTICO,LIBRANZA
EVT000012663,2024-10-31 04:22:42,2024-11-01,LN101272,CU901272,PAYMENT,8,16393813.0,230879.53,14546776.76,0.2225,36,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000006454,2024-05-01 01:11:20,2024-05-01,LN100643,CU900643,PAYMENT,11,25128652.0,822460.78,0.0,0.1273,12,3,DELINQUENT,AGENTE,BOGOTA,VEHICULO
EVT000007493,2024-03-25 18:41:52,2024-03-25,LN100752,CU900752,DISBURSEMENT,0,27092049.0,1022183.01,27092049.0,0.1773,12,0,ACTIVE,ONLINE,CALDAS,VEHICULO
EVT000015271,2023-06-25 01:50:47,2023-06-26,LN101539,CU901539,PAYMENT,3,24403615.0,557215.88,22731967.36,0.1425,18,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000001302,2025-02-17 13:16:23,2025-02-17,LN100132,CU900132,PAYMENT,3,16463474.0,1310163.26,12532984.22,0.1979,6,66,DELINQUENT,OFFLINE,VALLE,CONSUMO
EVT000019543,2024-09-04 07:15:59,2024-09-05,LN101971,CU901971,DELINQUENCY,3,8745583.0,252572.44,7987865.68,0.0888,12,23,DELINQUENT,APP,NARINO,MICROCREDITO
EVT000004074,2024-06-05 09:20:54,2024-06-06,LN100407,CU900407,PAYMENT,4,8760688.0,357611.28,7330242.88,0.2082,12,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000004338,2023-01-04 11:26:12,2023-01-05,LN100434,CU900434,DISBURSEMENT,0,21518254.0,226515.49,21518254.0,0.1158,36,0,ACTIVE,AGENTE,NARINO,CONSUMO
EVT000018309,2024-10-31 02:56:56,,LN101849,CU901849,DELINQUENCY,1,8547828.0,163320.5,8384507.5,0.0866,18,9,DELINQUENT,OFFLINE,BOGOTA,LIBRANZA
EVT000001392,2025-10-21 00:05:05,,LN100141,CU900141,PAYMENT,10,15083600.0,202157.95,13062020.5,0.3361,48,7,DELINQUENT,AGENTE,ATLANTICO,CONSUMO
EVT000008905,2024-05-24 12:55:31,2024-05-25,LN100895,CU900895,PAYMENT,8,14370773.0,260110.99,12289885.08,0.343,36,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000001948,2026-04-29 20:56:06,,LN100194,CU900194,CHARGEOFF,8,16258772.0,382731.49,13196920.08,0.2708,24,352,CHARGEOFF,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000019349,2025-01-25 04:51:11,2025-01-25,LN101952,CU901952,PAYMENT,4,23828163.0,590819.3,0.0,0.2959,24,0,ACTIVE,OFFLINE,VALLE,VEHICULO
EVT000015287,2025-02-24 18:02:25,2025-02-24,LN101540,CU901540,PAYMENT,4,5194233.0,70277.97,4913121.12,0.2059,36,5,DELINQUENT,ONLINE,RISARALDA,LIBRANZA
EVT000012443,2023-09-20 07:52:51,2023-09-20,LN101251,CU901251,DISBURSEMENT,3,23782539.0,1337054.34,19771375.98,0.0811,6,0,ACTIVE,AGENTE,BOGOTA,LIBRANZA
EVT000003315,2025-07-09 08:49:10,2025-07-09,LN100331,CU900331,DISBURSEMENT,4,1142889.0,50000.0,942889.0,0.1247,24,2,DELINQUENT,ONLINE,SANTANDER,MICROCREDITO
EVT000015614,2025-01-28 13:49:42,2025-01-28,LN101571,CU901571,PAYMENT,3,2642724.0,83906.49,2391004.53,0.1175,12,19,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000000891,2023-05-27 06:43:30,,LN100092,CU900092,DISBURSEMENT,0,13761420.0,301512.71,13761420.0,0.2382,24,0,ACTIVE,ONLINE,RISARALDA,LIBRANZA
EVT000004048,2024-11-12 23:49:05,2024-11-13,LN100405,CU900405,DISBURSEMENT,0,24696437.0,571105.11,24696437.0,0.2625,24,0,ACTIVE,AGENTE,ANTIOQUIA,LIBRANZA
EVT000013829,2023-05-18 11:03:14,2023-05-19,LN101389,CU901389,PAYMENT,1,12983730.0,153597.53,12830132.47,0.2732,48,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000001676,2025-07-14 11:08:22,2025-07-14,LN100168,CU900168,DISBURSEMENT,9,25804885.0,496227.94,21338833.54,0.1846,24,0,ACTIVE,ONLINE,BOGOTA,LIBRANZA
EVT000004205,2023-11-07 06:13:36,2023-11-07,LN100420,CU900420,PAYMENT,4,14390776.0,395602.43,0.0,0.3498,24,304,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000012781,2024-12-06 07:18:38,2024-12-07,LN101284,CU901284,DELINQUENCY,6,7629311.0,137403.89,6804887.66,0.1602,24,61,DELINQUENT,ONLINE,VALLE,LIBRANZA
EVT000012478,2025-10-13 06:06:06,2025-10-13,LN101254,CU901254,PAYMENT,5,15524456.0,570523.76,12671837.2,0.1675,12,19,DELINQUENT,ONLINE,NARINO,LIBRANZA
EVT000006585,2025-11-27 03:17:36,2025-11-28,LN100657,CU900657,PAYMENT,2,27937505.0,254231.3,27429042.4,0.164,48,0,ACTIVE,OFFLINE,CALDAS,CONSUMO
EVT000010895,2025-09-13 01:15:23,2025-09-14,LN101097,CU901097,PAYMENT,2,16013935.0,345420.58,15323093.84,0.2314,24,0,ACTIVE,AGENTE,ATLANTICO,CONSUMO
EVT000011101,2025-02-20 22:34:25,2025-02-21,LN101117,CU901117,DISBURSEMENT,2,22920133.0,1564986.68,19790159.64,0.1414,6,0,ACTIVE,OFFLINE,BOLIVAR,CONSUMO
EVT000015194,2025-01-17 05:57:59,2025-01-17,LN101531,CU901531,PAYMENT,9,16566278.0,141558.85,15292248.35,0.1418,48,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000019342,2024-08-17 10:51:40,2024-08-18,LN101951,CU901951,PAYMENT,7,17604831.0,177632.74,16361401.82,0.1027,36,29,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000007229,2023-05-23 14:57:48,2023-05-24,LN100723,CU900723,PAYMENT,4,3828100.0,303874.58,2612601.68,0.1969,6,0,ACTIVE,AGENTE,,MICROCREDITO
EVT000006866,2024-01-04 02:50:30,2024-01-05,LN100687,CU900687,PAYMENT,3,20656089.0,207662.55,0.0,0.1016,36,14,DELINQUENT,ONLINE,SANTANDER,CONSUMO
EVT000004197,2026-03-03 18:45:16,2026-03-03,LN100419,CU900419,DELINQUENCY,7,2095898.0,55289.79,1708869.47,0.1957,18,24,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000009323,2025-10-28 22:24:52,2025-10-28,LN100938,CU900938,PAYMENT,9,27081009.0,504519.2,22540336.2,0.1726,24,20,DELINQUENT,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000013861,2023-05-28 21:38:36,2023-05-29,LN101392,CU901392,PAYMENT,5,21162865.0,245207.06,19936829.7,0.1476,36,0,ACTIVE,AGENTE,VALLE,CONSUMO
EVT000016729,2024-07-12 09:59:56,2024-07-13,LN101685,CU901685,PAYMENT,5,23374294.0,834929.78,19199645.1,0.1572,12,5,DELINQUENT,AGENTE,ANTIOQUIA,CONSUMO
EVT000004350,2023-10-14 17:46:33,2023-10-15,LN100434,CU900434,DISBURSEMENT,10,21518254.0,226515.49,19253099.1,0.1158,36,219,DELINQUENT,AGENTE,NARINO,CONSUMO
EVT000007723,2025-10-12 15:24:38,2025-10-13,LN100773,CU900773,PAYMENT,8,28309934.0,2387093.63,9213184.96,0.2216,6,24,DELINQUENT,ONLINE,BOLIVAR,MICROCREDITO
EVT000009857,2025-03-05 19:32:41,2025-03-06,LN100990,CU900990,PAYMENT,8,17818256.0,676024.63,12410058.96,0.1794,12,126,DELINQUENT,OFFLINE,VALLE,VEHICULO
EVT000006700,2023-12-15 08:14:35,2023-12-15,LN100670,CU900670,PAYMENT,6,18078842.0,894179.53,12713764.82,0.2946,12,169,DELINQUENT,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000011382,2024-10-25 00:53:03,2024-10-26,LN101143,CU901143,PAYMENT,5,7702007.0,392956.4,5737225.0,0.3102,12,0,ACTIVE,OFFLINE,CUNDINAMARCA,MICROCREDITO
EVT000000950,2024-05-01 02:59:30,2024-05-01,LN100098,CU900098,PAYMENT,1,20401552.0,781583.46,19619968.54,0.1831,12,0,ACTIVE,ONLINE,SANTANDER,VEHICULO
EVT000013171,2025-03-30 16:23:21,2025-03-31,LN101323,CU901323,PAYMENT,2,25918325.0,652882.61,24612559.78,0.3038,24,43,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000018602,2025-10-30 17:04:02,2025-10-31,LN101879,CU901879,DISBURSEMENT,0,2774224.0,57592.89,2774224.0,0.2152,24,0,ACTIVE,ONLINE,BOGOTA,VEHICULO
EVT000014993,2024-06-16 14:08:58,,LN101510,CU901510,PAYMENT,9,23847623.0,384423.68,20387809.88,0.1224,24,0,ACTIVE,ONLINE,BOGOTA,VEHICULO
EVT000017673,2024-07-17 11:24:28,2024-07-17,LN101785,CU901785,DISBURSEMENT,5,22281032.0,2380951.08,10376276.6,0.3343,6,1,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000018741,2025-04-13 08:39:43,2025-04-13,LN101892,CU901892,PAYMENT,3,8522595.0,123463.99,8152203.03,0.2346,36,0,ACTIVE,OFFLINE,SANTANDER,LIBRANZA
EVT000014999,2025-10-30 21:55:12,2025-10-31,LN101511,CU901511,PAYMENT,1,18061303.0,562790.2,17498512.8,0.2674,18,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000015984,2025-11-25 14:44:03,2025-11-25,LN101610,CU901610,DISBURSEMENT,0,27559687.0,1255619.34,27559687.0,0.2556,12,0,ACTIVE,ONLINE,BOLIVAR,LIBRANZA
EVT000010475,2023-06-21 03:09:07,2023-06-21,LN101052,CU901052,PAYMENT,4,10744609.0,183804.44,10009391.24,0.3132,36,0,ACTIVE,OFFLINE,BOGOTA,MICROCREDITO
EVT000019796,2025-02-05 18:33:11,2025-02-06,LN101997,CU901997,PAYMENT,2,18448694.0,1311702.14,15825289.72,0.1555,6,0,ACTIVE,AGENTE,CUNDINAMARCA,CONSUMO
EVT000015759,2024-08-26 19:02:56,2024-08-27,LN101587,CU901587,DISBURSEMENT,5,24583548.0,453689.38,22315101.1,0.1691,24,0,ACTIVE,ONLINE,ANTIOQUIA,VEHICULO
EVT000014382,2025-07-22 19:12:07,2025-07-23,LN101447,CU901447,PAYMENT,6,17918367.0,538626.11,14686610.34,0.1006,12,22,DELINQUENT,APP,SANTANDER,CONSUMO
EVT000016676,2023-04-17 19:25:32,2023-04-18,LN101680,CU901680,DISBURSEMENT,0,15583199.0,647949.41,15583199.0,0.2158,12,0,ACTIVE,APP,CUNDINAMARCA,LIBRANZA
EVT000012320,2026-05-02 21:09:23,,LN101238,CU901238,PAYMENT,12,12767458.0,677185.97,4641226.36,0.3304,12,0,ACTIVE,OFFLINE,BOLIVAR,VEHICULO
EVT000004224,2025-02-24 01:53:34,2025-02-25,LN100422,CU900422,PAYMENT,5,10714668.0,356369.86,8932818.7,0.2989,18,0,ACTIVE,ONLINE,ATLANTICO,LIBRANZA
EVT000016331,2025-04-23 12:15:50,2025-04-24,LN101643,CU901643,PAYMENT,9,4685999.0,118508.91,0.0,0.3058,24,21,DELINQUENT,OFFLINE,VALLE,CONSUMO
EVT000008324,2026-10-16 17:11:39,2026-10-16,LN100832,CU900832,PAYMENT,11,19040691.0,419085.61,14430749.29,0.2402,24,10,DELINQUENT,AGENTE,ATLANTICO,CONSUMO
EVT000014282,2025-09-01 10:31:43,,LN101438,CU901438,PAYMENT,1,27769086.0,609670.28,27159415.72,0.2391,24,0,ACTIVE,ONLINE,CALDAS,CONSUMO
EVT000016788,2024-12-08 21:04:30,2024-12-09,LN101691,CU901691,DELINQUENCY,3,10256909.0,530692.47,8664831.59,0.3174,12,67,DELINQUENT,APP,CALDAS,LIBRANZA
EVT000016720,2024-12-01 10:12:28,2024-12-01,LN101684,CU901684,DISBURSEMENT,8,8156292.0,890993.34,1028345.28,0.3462,6,0,ACTIVE,ONLINE,NARINO,CONSUMO
EVT000012471,2024-02-14 18:07:33,2024-02-15,LN101253,CU901253,PAYMENT,8,8921792.0,139863.96,7802880.32,0.2703,36,21,DELINQUENT,ONLINE,ATLANTICO,CONSUMO
EVT000016078,2026-07-07 20:26:30,2026-07-08,LN101619,CU901619,PAYMENT,6,18943471.0,655444.1,15010806.4,0.319,18,142,DELINQUENT,ONLINE,SANTANDER,VEHICULO
EVT000015185,2024-07-18 00:51:07,2024-07-18,LN101531,CU901531,DISBURSEMENT,0,16566278.0,141558.85,16566278.0,0.1418,48,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000016710,2026-03-15 04:20:24,2026-03-16,LN101683,CU901683,PAYMENT,5,21871892.0,822601.86,17758882.7,0.1761,12,18,DELINQUENT,ONLINE,BOLIVAR,CONSUMO
EVT000012133,2025-11-13 21:13:05,2025-11-13,LN101219,CU901219,PAYMENT,4,1309026.0,50000.0,1109026.0,0.2544,24,0,ACTIVE,OFFLINE,SANTANDER,CONSUMO
EVT000003230,2023-04-27 07:23:48,,LN100323,CU900323,PAYMENT,4,4614041.0,88474.24,4260144.04,0.1835,24,0,ACTIVE,AGENTE,BOGOTA,LIBRANZA
EVT000006405,2025-11-18 16:37:16,2025-11-19,LN100639,CU900639,PAYMENT,5,1568359.0,50000.0,1318359.0,0.3434,24,9,DELINQUENT,APP,BOGOTA,CONSUMO
EVT000014875,2025-09-14 20:14:13,2025-09-15,LN101496,CU901496,PAYMENT,11,13151668.0,95086.56,12105715.84,0.0892,48,0,ACTIVE,ONLINE,NARINO,CONSUMO
EVT000018641,2025-02-25 15:46:25,2025-02-26,LN101882,CU901882,PAYMENT,11,9514771.0,461180.95,4441780.55,0.2847,12,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000015249,2023-06-12 00:01:16,2023-06-13,LN101537,CU901537,PAYMENT,1,16241544.0,233769.96,16007774.04,0.2318,36,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
